"_id","ability_1","ability_2","against_bug","against_dark","against_dragon","against_electric","against_fairy","against_fight","against_fire","against_flying","against_ghost","against_grass","against_ground","against_ice","against_normal","against_poison","against_psychic","against_rock","against_steel","against_water","atk","catch_rate","category","chinese_name","defense","english_name","exp_100","generation","hatch_time","height_m","hp","image_url","male_ratio","spatk","spdef","speed","total","type_1","type_2","weight_kg"
"257","猛火","加速隱藏特性","1⁄4","1⁄2","1","1","1","1","1⁄2","2","1","1⁄2","2","1⁄2","1","1","2","1","1⁄2","2","120","5.9%","猛火宝可梦","火焰鸡","70","Blaziken","1,059,860","第三世代寶可夢","5140步","1.9","80","https://media.52poke.com/wiki/thumb/9/90/257Blaziken.png/600px-257Blaziken.png","87.5%","110","70","80","530","火","格斗","2.0"
"258","激流","湿气隱藏特性","1","1","1","2","1","1","1⁄2","1","1","2","1","1⁄2","1","1","1","1","1⁄2","1⁄2","70","5.9%","沼鱼宝可梦","水跃鱼","50","Mudkip","1,059,860","第三世代寶可夢","5140步","0.4","50","https://media.52poke.com/wiki/thumb/6/60/258Mudkip.png/500px-258Mudkip.png","87.5%","50","50","40","310","水",,"7.6"
"259","激流","湿气隱藏特性","1","1","1","0","1","1","1⁄2","1","1","4","1","1","1","1⁄2","1","1⁄2","1⁄2","1","85","5.9%","沼鱼宝可梦","沼跃鱼","70","Marshtomp","1,059,860","第三世代寶可夢","5140步","0.7","70","https://media.52poke.com/wiki/thumb/2/27/259Marshtomp.png/600px-259Marshtomp.png","87.5%","60","70","50","405","水","地面","8.0"
"260","激流","湿气隱藏特性","1","1","1","0","1","1","1⁄2","1","1","4","1","1","1","1⁄2","1","1⁄2","1⁄2","1","110","5.9%","沼鱼宝可梦","巨沼怪","90","Swampert","1,059,860","第三世代寶可夢","5140步","1.5","100","https://media.52poke.com/wiki/thumb/b/b6/260Swampert.png/600px-260Swampert.png","87.5%","85","90","60","535","水","地面","1.9"
"261","逃跑 或 飞毛腿","胆怯隱藏特性","2","1⁄2","1","1","2","2","1","1","1⁄2","1","1","1","1","1","0","1","1","1","55","33.3%","紧咬宝可梦","土狼犬","35","Poochyena","1,000,000","第三世代寶可夢","3855步","0.5","35","https://media.52poke.com/wiki/thumb/f/fc/261Poochyena.png/600px-261Poochyena.png","50%","30","30","35","220","恶",,"3.6"
"262","威吓 或 飞毛腿","自信过度隱藏特性","2","1⁄2","1","1","2","2","1","1","1⁄2","1","1","1","1","1","0","1","1","1","90","16.6%","紧咬宝可梦","大狼犬","70","Mightyena","1,000,000","第三世代寶可夢","3855步","1.0","70","https:////media.52poke.com/wiki/f/f1/262Mightyena.png","50%","60","60","70","420","恶",,"7.0"
"263","捡拾 或 贪吃鬼","飞毛腿隱藏特性","1","1","1","1","1","2","1","1","0","1","1","1","1","1","1","1","1","1","30","33.3%","豆狸宝可梦","蛇纹熊","41","Zigzagoon","1,000,000","第三世代寶可夢","3855步","0.4","38","https://media.52poke.com/wiki/thumb/4/47/263Zigzagoon.png/600px-263Zigzagoon.png","50%","30","41","60","240","一般",,"7.5"
"264","捡拾 或 贪吃鬼","飞毛腿隱藏特性","1","1","1","1","1","2","1","1","0","1","1","1","1","1","1","1","1","1","70","11.8%","猛冲宝可梦","直冲熊","61","Linoone","1,000,000","第三世代寶可夢","3855步","0.5","78","https://media.52poke.com/wiki/f/f7/264Linoone.png","50%","50","61","100","420","一般",,"2.5"
"265","鳞粉","逃跑隱藏特性","1","1","1","1","1","1⁄2","2","2","1","1⁄2","1⁄2","1","1","1","1","2","1","1","45","33.3%","虫宝宝宝可梦","刺尾虫","35","Wurmple","1,000,000","第三世代寶可夢","3855步","0.3","45","https://media.52poke.com/wiki/7/76/265Wurmple.png","50%","20","30","20","195","虫",,"3.6"
"266","蜕皮",,"1","1","1","1","1","1⁄2","2","2","1","1⁄2","1⁄2","1","1","1","1","2","1","1","35","15.7%","蛹宝可梦","甲壳茧","55","Silcoon","1,000,000","第三世代寶可夢","3855步","0.6","50","https://media.52poke.com/wiki/thumb/e/ef/266Silcoon.png/600px-266Silcoon.png","50%","25","25","15","205","虫",,"0.0"
"267","虫之预感","斗争心隱藏特性","1⁄2","1","1","2","1","1⁄4","2","2","1","1⁄4","0","2","1","1","1","4","1","1","70","5.9%","蝴蝶宝可梦","狩猎凤蝶","50","Beautifly","1,000,000","第三世代寶可夢","3855步","1.0","60","https://media.52poke.com/wiki/4/4c/267Beautifly.png","50%","100","50","65","395","虫","飞行","8.4"
"268","蜕皮",,"1","1","1","1","1","1⁄2","2","2","1","1⁄2","1⁄2","1","1","1","1","2","1","1","35","15.7%","蛹宝可梦","盾甲茧","55","Cascoon","1,000,000","第三世代寶可夢","3855步","0.7","50","https://media.52poke.com/wiki/thumb/a/a3/268Cascoon.png/600px-268Cascoon.png","50%","25","25","15","205","虫",,"1.5"
"269","鳞粉","复眼隱藏特性","1⁄2","1","1","1","1⁄2","1⁄4","2","2","1","1⁄4","1","1","1","1⁄2","2","2","1","1","50","5.9%","毒蛾宝可梦","毒粉蛾","70","Dustox","1,000,000","第三世代寶可夢","3855步","1.2","60","https://media.52poke.com/wiki/3/34/269Dustox.png","50%","50","90","65","385","虫","毒","1.6"
"270","悠游自如 或 雨盘","我行我素隱藏特性","2","1","1","1","1","1","1","2","1","1","1⁄2","1","1","2","1","1","1⁄2","1⁄4","30","33.3%","浮萍宝可梦","莲叶童子","30","Lotad","1,059,860","第三世代寶可夢","3855步","0.5","40","https://media.52poke.com/wiki/thumb/e/ee/270Lotad.png/600px-270Lotad.png","50%","40","50","30","220","水","草","2.6"
"271","悠游自如 或 雨盘","我行我素隱藏特性","2","1","1","1","1","1","1","2","1","1","1⁄2","1","1","2","1","1","1⁄2","1⁄4","50","15.7%","爽朗宝可梦","莲帽小童","50","Lombre","1,059,860","第三世代寶可夢","3855步","1.2","60","https://media.52poke.com/wiki/8/8b/271Lombre.png","50%","60","70","50","340","水","草","2.5"
"272","悠游自如 或 雨盘","我行我素隱藏特性","2","1","1","1","1","1","1","2","1","1","1⁄2","1","1","2","1","1","1⁄2","1⁄4","70","5.9%","乐天宝可梦","乐天河童","70","Ludicolo","1,059,860","第三世代寶可夢","3855步","1.5","80","https://media.52poke.com/wiki/f/ff/272Ludicolo.png","50%","90","100","70","480","水","草","5.0"
"273","叶绿素 或 早起","顺手牵羊隱藏特性","2","1","1","1⁄2","1","1","2","2","1","1⁄2","1⁄2","2","1","2","1","1","1","1⁄2","40","33.3%","橡实宝可梦","橡实果","50","Seedot","1,059,860","第三世代寶可夢","3855步","0.5","40","https://media.52poke.com/wiki/8/84/273Seedot.png","50%","30","30","30","220","草",,"4.0"
"274","叶绿素 或 早起","顺手牵羊隱藏特性","4","1⁄2","1","1⁄2","2","2","2","2","1⁄2","1⁄2","1⁄2","2","1","2","0","1","1","1⁄2","70","15.7%","捉弄宝可梦","长鼻叶","40","Nuzleaf","1,059,860","第三世代寶可夢","3855步","1.0","70","https://media.52poke.com/wiki/thumb/0/07/274Nuzleaf.png/600px-274Nuzleaf.png","50%","60","40","60","340","草","恶","8.0"
"275","叶绿素 或 早起","顺手牵羊隱藏特性","4","1⁄2","1","1⁄2","2","2","2","2","1⁄2","1⁄2","1⁄2","2","1","2","0","1","1","1⁄2","100","5.9%","邪恶宝可梦","狡猾天狗","60","Shiftry","1,059,860","第三世代寶可夢","3855步","1.3","90","https://media.52poke.com/wiki/f/f7/275Shiftry.png","50%","90","60","80","480","草","恶","9.6"
"276","毅力","胆量隱藏特性","1⁄2","1","1","2","1","1","1","1","0","1⁄2","0","2","1","1","1","2","1","1","55","26.1%","幼燕宝可梦","傲骨燕","30","Taillow","1,059,860","第三世代寶可夢","3855步","0.3","40","https://media.52poke.com/wiki/thumb/e/e4/276Taillow.png/600px-276Taillow.png","50%","30","30","85","270","一般","飞行","2.3"
"277","毅力","胆量隱藏特性","1⁄2","1","1","2","1","1","1","1","0","1⁄2","0","2","1","1","1","2","1","1","85","5.9%","燕子宝可梦","大王燕","60","Swellow","1,059,860","第三世代寶可夢","3855步","0.7","60","https://media.52poke.com/wiki/4/45/277Swellow.png","50%","75","50","125","455","一般","飞行","9.8"
"278","锐利目光 或 湿润之躯","雨盘隱藏特性","1⁄2","1","1","4","1","1⁄2","1⁄2","1","1","1","0","1","1","1","1","2","1⁄2","1⁄2","30","24.8%","海鸥宝可梦","长翅鸥","30","Wingull","1,000,000","第三世代寶可夢","5140步","0.6","40","https://media.52poke.com/wiki/thumb/3/39/278Wingull.png/600px-278Wingull.png","50%","55","30","85","270","水","飞行","9.5"
"279","锐利目光 或 降雨","雨盘隱藏特性","1⁄2","1","1","4","1","1⁄2","1⁄2","1","1","1","0","1","1","1","1","2","1⁄2","1⁄2","50","5.9%","水鸟宝可梦","大嘴鸥","100","Pelipper","1,000,000","第三世代寶可夢","5140步","1.2","60","https://media.52poke.com/wiki/thumb/f/f2/279Pelipper.png/600px-279Pelipper.png","50%","95","70","65","440","水","飞行","8.0"
"280","同步 或 复制","心灵感应隱藏特性","1","1","0","1","1","1⁄4","1","1","2","1","1","1","1","2","1⁄2","1","2","1","25","30.7%","心情宝可梦","拉鲁拉丝","25","Ralts","1,250,000","第三世代寶可夢","5140步","0.4","28","https://media.52poke.com/wiki/thumb/e/e1/280Ralts.png/600px-280Ralts.png","50%","45","35","40","198","超能力","妖精","6.6"
"281","同步 或 复制","心灵感应隱藏特性","1","1","0","1","1","1⁄4","1","1","2","1","1","1","1","2","1⁄2","1","2","1","35","15.7%","感情宝可梦","奇鲁莉安","35","Kirlia","1,250,000","第三世代寶可夢","5140步","0.8","38","https://media.52poke.com/wiki/thumb/0/00/281Kirlia.png/600px-281Kirlia.png","50%","65","55","50","278","超能力","妖精","0.2"
"282","同步 或 复制","心灵感应隱藏特性","1","1","0","1","1","1⁄4","1","1","2","1","1","1","1","2","1⁄2","1","2","1","65","5.9%","包容宝可梦","沙奈朵","65","Gardevoir","1,250,000","第三世代寶可夢","5140步","1.6","68","https://media.52poke.com/wiki/thumb/9/99/282Gardevoir.png/600px-282Gardevoir.png","50%","125","115","80","518","超能力","妖精","8.4"
"283","悠游自如","雨盘隱藏特性","1","1","1","2","1","1⁄2","1","2","1","1","1⁄2","1⁄2","1","1","1","2","1⁄2","1⁄2","30","26.1%","水黾宝可梦","溜溜糖球","32","Surskit","1,000,000","第三世代寶可夢","3855步","0.5","40","https://media.52poke.com/wiki/thumb/f/f6/283Surskit.png/600px-283Surskit.png","50%","50","52","65","269","虫","水","1.7"
"284","威吓","紧张感隱藏特性","1⁄2","1","1","2","1","1⁄4","2","2","1","1⁄4","0","2","1","1","1","4","1","1","60","9.8%","眼珠宝可梦","雨翅蛾","62","Masquerain","1,000,000","第三世代寶可夢","3855步","0.8","70","https://media.52poke.com/wiki/0/0a/284Masquerain.png","50%","100","82","80","454","虫","飞行","3.6"
"285","孢子 或 毒疗","飞毛腿隱藏特性","2","1","1","1⁄2","1","1","2","2","1","1⁄2","1⁄2","2","1","2","1","1","1","1⁄2","40","33.3%","蘑菇宝可梦","蘑蘑菇","60","Shroomish","1,640,000","第三世代寶可夢","3855步","0.4","60","https://media.52poke.com/wiki/thumb/d/d8/285Shroomish.png/600px-285Shroomish.png","50%","40","60","35","295","草",,"4.5"
"286","孢子 或 毒疗","技术高手隱藏特性","1","1⁄2","1","1⁄2","2","1","2","4","1","1⁄2","1⁄2","2","1","2","2","1⁄2","1","1⁄2","130","11.8%","蘑菇宝可梦","斗笠菇","80","Breloom","1,640,000","第三世代寶可夢","3855步","1.2","60","https://media.52poke.com/wiki/d/de/286Breloom.png","50%","60","60","70","460","草","格斗","9.2"
"287","懒惰",,"1","1","1","1","1","2","1","1","0","1","1","1","1","1","1","1","1","1","60","33.3%","懒人宝可梦","懒人獭","60","Slakoth","1,250,000","第三世代寶可夢","3855步","0.8","60","https://media.52poke.com/wiki/thumb/d/d2/287Slakoth.png/600px-287Slakoth.png","50%","35","35","30","280","一般",,"4.0"
"288","干劲",,"1","1","1","1","1","2","1","1","0","1","1","1","1","1","1","1","1","1","80","15.7%","暴猿宝可梦","过动猿","80","Vigoroth","1,250,000","第三世代寶可夢","3855步","1.4","80","https://media.52poke.com/wiki/thumb/6/61/288Vigoroth.png/600px-288Vigoroth.png","50%","55","55","90","440","一般",,"6.5"
"289","懒惰",,"1","1","1","1","1","2","1","1","0","1","1","1","1","1","1","1","1","1","160","5.9%","怕麻烦宝可梦","请假王","100","Slaking","1,250,000","第三世代寶可夢","3855步","2.0","150","https://media.52poke.com/wiki/7/71/289Slaking.png","50%","95","65","100","670","一般",,"130"
"290","复眼","逃跑隱藏特性","1","1","1","0","1","1⁄2","2","2","1","1","1⁄2","2","1","1⁄2","1","1","1","2","45","33.3%","入门宝可梦","土居忍士","90","Nincada","600,000","第三世代寶可夢","3855步","0.5","31","https://media.52poke.com/wiki/9/90/290Nincada.png","50%","30","30","40","266","虫","地面","5.5"
"291","加速","穿透隱藏特性","1⁄2","1","1","2","1","1⁄4","2","2","1","1⁄4","0","2","1","1","1","4","1","1","90","15.7%","忍者宝可梦","铁面忍者","45","Ninjask","600,000","第三世代寶可夢","3855步","0.8","61","https://media.52poke.com/wiki/7/76/291Ninjask.png","50%","50","50","160","456","虫","飞行","2.0"
"292","神奇守护",,"0","2","0","0","0","0","2","2","2","0","0","0","0","0","0","2","0","0","90","5.9%","空壳宝可梦","脱壳忍者","45","Shedinja","600,000","第三世代寶可夢","3855步","0.8","1","https://media.52poke.com/wiki/5/59/292Shedinja.png","无性别","30","30","40","236","虫","幽灵","1.2"
"293","隔音","胆怯隱藏特性","1","1","1","1","1","2","1","1","0","1","1","1","1","1","1","1","1","1","51","24.8%","细语宝可梦","咕妞妞","23","Whismur","1,059,860","第三世代寶可夢","5140步","0.6","64","https://media.52poke.com/wiki/thumb/6/6c/293Whismur.png/600px-293Whismur.png","50%","51","23","28","240","一般",,"6.3"
"294","隔音","胆量隱藏特性","1","1","1","1","1","2","1","1","0","1","1","1","1","1","1","1","1","1","71","15.7%","大声宝可梦","吼爆弹","43","Loudred","1,059,860","第三世代寶可夢","5140步","1.0","84","https://media.52poke.com/wiki/1/12/294Loudred.png","50%","71","43","48","360","一般",,"0.5"
"295","隔音","胆量隱藏特性","1","1","1","1","1","2","1","1","0","1","1","1","1","1","1","1","1","1","91","5.9%","噪音宝可梦","爆音怪","63","Exploud","1,059,860","第三世代寶可夢","5140步","1.5","104","https://media.52poke.com/wiki/1/12/295Exploud.png","50%","91","73","68","490","一般",,"4.0"
"296","厚脂肪 或 毅力","强行隱藏特性","1⁄2","1⁄2","1","1","2","1","1⁄2","2","1","1","1","1⁄2","1","1","2","1⁄2","1","1","60","23.5%","毅力宝可梦","幕下力士","30","Makuhita","1,640,000","第三世代寶可夢","5140步","1.0","72","https://media.52poke.com/wiki/thumb/b/b6/296Makuhita.png/600px-296Makuhita.png","75%","20","30","25","237","格斗",,"6.4"
"297","厚脂肪 或 毅力","强行隱藏特性","1⁄2","1⁄2","1","1","2","1","1⁄2","2","1","1","1","1⁄2","1","1","2","1⁄2","1","1","120","26.1%","猛推宝可梦","铁掌力士","60","Hariyama","1,640,000","第三世代寶可夢","5140步","2.3","144","https://media.52poke.com/wiki/6/6f/297Hariyama.png","75%","40","60","50","474","格斗",,"253"
"298","厚脂肪 或 大力士","食草隱藏特性","1⁄2","1⁄2","0","1","1","1","1⁄2","1","0","1","1","1⁄2","1","2","1","1","2","1","20","19.6%","水珠宝可梦","露力丽","40","Azurill","800,000","第三世代寶可夢","2570步","0.2","50","https://media.52poke.com/wiki/thumb/a/ac/298Azurill.png/600px-298Azurill.png","25%","20","40","20","190","一般","妖精","2.0"
"299","结实 或 磁力","沙之力隱藏特性","1","1","1","1","","2","1⁄2","1⁄2","1","2","2","1","1⁄2","1⁄2","1","1","2","2","45","33.3%","罗盘宝可梦","朝北鼻","135","Nosepass","1,000,000","第三世代寶可夢","5140步","1.0","30","https://media.52poke.com/wiki/8/89/299Nosepass.png","50%","45","90","30","375","岩石",,"7.0"
"300","迷人之躯 或 一般皮肤","奇迹皮肤隱藏特性","1","1","1","1","1","2","1","1","0","1","1","1","1","1","1","1","1","1","45","33.3%","小猫宝可梦","向尾喵","45","Skitty","800,000","第三世代寶可夢","3855步","0.6","50","https://media.52poke.com/wiki/thumb/8/8a/300Skitty.png/600px-300Skitty.png","25%","35","35","50","260","一般",,"1.0"
"301","迷人之躯 或 一般皮肤","奇迹皮肤隱藏特性","1","1","1","1","1","2","1","1","0","1","1","1","1","1","1","1","1","1","65","7.8%","清高宝可梦","优雅猫","65","Delcatty","800,000","第三世代寶可夢","3855步","1.1","70","https://media.52poke.com/wiki/f/f4/301Delcatty.png","25%","55","55","90","400","一般",,"2.6"
"302","锐利目光 或 慢出","恶作剧之心隱藏特性","1","1","1","1","2","0","1","1","1","1","1","1","0","1⁄2","0","1","1","1","75","5.9%","黑暗宝可梦","勾魂眼","75","Sableye","1,059,860","第三世代寶可夢","6425步","0.5","50","https://media.52poke.com/wiki/thumb/d/d3/302Sableye.png/600px-302Sableye.png","50%","65","65","50","380","恶","幽灵","1.0"
"303","怪力钳 或 威吓","强行隱藏特性","1⁄4","1⁄2","0","1","1⁄2","1","2","1⁄2","1","1⁄2","2","1⁄2","1⁄2","0","1⁄2","1⁄2","1","1","85","5.9%","欺骗宝可梦","大嘴娃","85","Mawile","800,000","第三世代寶可夢","5140步","0.6","50","https://media.52poke.com/wiki/thumb/c/c0/303Mawile.png/600px-303Mawile.png","50%","55","55","50","380","钢","妖精","1.5"
"304","结实 或 坚硬脑袋","重金属隱藏特性","1⁄2","1","1⁄2","1","1⁄2","4","1","1⁄4","1","1","4","1⁄2","1⁄4","0","1⁄2","1⁄2","1","2","70","23.5%","铁铠宝可梦","可可多拉","100","Aron","1,250,000","第三世代寶可夢","8995步","0.4","50","https://media.52poke.com/wiki/thumb/b/bb/304Aron.png/600px-304Aron.png","50%","40","40","30","330","钢","岩石","0.0"
"305","结实 或 坚硬脑袋","重金属隱藏特性","1⁄2","1","1⁄2","1","1⁄2","4","1","1⁄4","1","1","4","1⁄2","1⁄4","0","1⁄2","1⁄2","1","2","90","11.8%","铁铠宝可梦","可多拉","140","Lairon","1,250,000","第三世代寶可夢","8995步","0.9","60","https://media.52poke.com/wiki/b/bf/305Lairon.png","50%","50","50","40","430","钢","岩石","120"
"306","结实 或 坚硬脑袋","重金属隱藏特性","1⁄2","1","1⁄2","1","1⁄2","11⁄2","11⁄2","1⁄2","1","1⁄2","11⁄2","1⁄2","1⁄2","0","1⁄2","1⁄2","1⁄2","1","110","5.9%","铁铠宝可梦","波士可多拉","180","Aggron","1,250,000","第三世代寶可夢","8995步","2.1","70","https://media.52poke.com/wiki/6/6d/306Aggron.png","50%","60","60","50","530","钢","岩石","360"
"307","瑜伽之力","心灵感应隱藏特性","1","1","1","1","2","1⁄2","1","2","2","1","1","1","1","1","1","1⁄2","1","1","40","23.5%","冥想宝可梦","玛沙那","55","Meditite","1,000,000","第三世代寶可夢","5140步","0.6","30","https://media.52poke.com/wiki/thumb/7/71/307Meditite.png/600px-307Meditite.png","50%","40","55","60","280","格斗","超能力","1.2"
"308","瑜伽之力","心灵感应隱藏特性","1","1","1","1","2","1⁄2","1","2","2","1","1","1","1","1","1","1⁄2","1","1","60","11.8%","冥想宝可梦","恰雷姆","75","Medicham","1,000,000","第三世代寶可夢","5140步","1.3","60","https://media.52poke.com/wiki/0/05/308Medicham.png","50%","60","75","80","410","格斗","超能力","1.5"
