pokedex,name,japanese_name,chinese-name,classfication,type1,type2,abilities,percentage_male,height_m,weight_kg,base_total,hp,attack,defense,sp_attack,sp_defense,speed,base_happiness,capture_rate,generation,is_legendary,base_egg_steps,experience_growth,against_normal,against_fight,against_flying,against_poison,against_ground,against_rock,against_bug,against_ghost,against_steel,against_fire,against_water,against_grass,against_electric,against_psychic,against_ice,against_dragon,against_dark,against_fairy,img_url
253,Grovyle,Juptile閵堟悶鍎遍妷妞煎創閵,妫灄铚ヨ湸 / 妫灄铚ヨ湸S膿nl铆nx墨y矛,Wood Gecko Pok鑼卪on,grass,,"['Overgrow', 'Unburden']",88.1,0.9,21.6,405,50,65,45,85,65,95,70.0,45,3,0,5120,1059860,1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0,https://media.52poke.com/wiki/thumb/e/ea/253Grovyle.png/600px-253Grovyle.png
254,Sceptile,Jukain閵堟悶鍎遍妶鍋嗛妷,铚ヨ湸鐜 / 铚ヨ湸鐜媂墨y矛w谩ng,Forest Pok鑼卪on,grass,,"['Overgrow', 'Unburden']",88.1,1.7,52.2,630,70,110,75,145,85,145,70.0,45,3,0,5120,1059860,1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0,https://media.52poke.com/wiki/thumb/3/3e/254Sceptile.png/600px-254Sceptile.png
255,Torchic,Achamo閵堚偓鍎婇妷锝冨劗,鐏闆 / 鐏楦Hu菕zh矛j墨,Chick Pok鑼卪on,fire,,"['Blaze', 'Speed Boost']",88.1,0.4,2.5,310,45,60,40,70,50,45,70.0,45,3,0,5120,1059860,1.0,1.0,1.0,1.0,2.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,https://media.52poke.com/wiki/thumb/9/91/255Torchic.png/500px-255Torchic.png
256,Combusken,Wakasyamo閵夊亽閵堟灚鍎妷,鍔涘／闆 / 鍔涘．楦L矛zhu脿ngj墨,Young Fowl Pok鑼卪on,fire,fighting,"['Blaze', 'Speed Boost']",88.1,0.9,19.5,405,60,85,60,85,60,55,70.0,45,3,0,5120,1059860,1.0,1.0,2.0,1.0,2.0,1.0,0.25,1.0,0.5,0.5,2.0,0.5,1.0,2.0,0.5,1.0,0.5,1.0,https://media.52poke.com/wiki/thumb/2/29/256Combusken.png/600px-256Combusken.png
257,Blaziken,Bursyamo閵夋劑鍋￠妷锝冨厳閵,鐏劙闆 / 鐏劙楦Hu菕y脿nj墨,Blaze Pok鑼卪on,fire,fighting,"['Blaze', 'Speed Boost']",88.1,1.9,52.0,630,80,160,80,130,80,100,70.0,45,3,0,5120,1059860,1.0,1.0,2.0,1.0,2.0,1.0,0.25,1.0,0.5,0.5,2.0,0.5,1.0,2.0,0.5,1.0,0.5,1.0,https://media.52poke.com/wiki/thumb/9/90/257Blaziken.png/600px-257Blaziken.png
258,Mudkip,Mizugorou閵夌喆鍋ら妶娣劰閵,姘磋簫榄 / 姘磋穬楸糞hu菒yu猫y煤,Mud Fish Pok鑼卪on,water,,"['Torrent', 'Damp']",88.1,0.4,7.6,310,50,70,50,50,50,40,70.0,45,3,0,5120,1059860,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0,https://media.52poke.com/wiki/thumb/6/60/258Mudkip.png/500px-258Mudkip.png
259,Marshtomp,Numacraw閵夊被鍎妶鍎归妷,娌艰簫榄 / 娌艰穬楸糧h菐oyu猫y煤,Mud Fish Pok鑼卪on,water,ground,"['Torrent', 'Damp']",88.1,0.7,28.0,405,70,85,70,60,70,50,70.0,45,3,0,5120,1059860,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,0.5,1.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,https://media.52poke.com/wiki/thumb/2/27/259Marshtomp.png/600px-259Marshtomp.png
260,Swampert,Laglarge閵夆斂鍋橀妷鈹垮厳閵,宸ㄦ布鎬 / 宸ㄦ布鎬狫霉zh菐ogu脿i,Mud Fish Pok鑼卪on,water,ground,"['Torrent', 'Damp']",88.1,1.5,81.9,635,100,150,110,95,110,70,70.0,45,3,0,5120,1059860,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,0.5,1.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,https://media.52poke.com/wiki/thumb/b/b6/260Swampert.png/600px-260Swampert.png
261,Poochyena,Pochiena閵夋縿鍎婇妶銊ｅ剷,鍦熺嫾鐘 / 鍦熺嫾鐘琓菙l谩ngqu菐n,Bite Pok鑼卪on,dark,,"['Run Away', 'Quick Feet', 'Rattled']",50.0,0.5,13.6,220,35,55,35,30,30,35,70.0,255,3,0,3840,1000000,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,https://media.52poke.com/wiki/thumb/f/fc/261Poochyena.png/600px-261Poochyena.png
262,Mightyena,Graena閵堣埇鍎甸妶銊ｅ剷,澶х嫾鐘 / 澶х嫾鐘珼脿l谩ngqu菐n,Bite Pok鑼卪on,dark,,"['Intimidate', 'Quick Feet', 'Moxie']",50.0,1.0,37.0,420,70,90,70,60,60,70,70.0,127,3,0,3840,1000000,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,https://media.52poke.com/wiki/f/f1/262Mightyena.png
263,Zigzagoon,Jiguzaguma閵堟悶鍋橀妶韬插仒閵,铔囩磱鐔 / 铔囩汗鐔奡h茅w茅nxi贸ng,Tiny Racoon Pok鑼卪on,normal,,"['Pickup', 'Gluttony', 'Quick Feet']",50.0,0.4,17.5,240,38,30,41,30,41,60,70.0,255,3,0,3840,1000000,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,https://media.52poke.com/wiki/thumb/4/47/263Zigzagoon.png/600px-263Zigzagoon.png
264,Linoone,Massuguma閵夌偑鍎嶉妶骞垮仒閵,鐩磋鐔 / 鐩村啿鐔奪h铆ch艒ngxi贸ng,Rush Pok鑼卪on,normal,,"['Pickup', 'Gluttony', 'Quick Feet']",50.0,0.5,32.5,420,78,70,61,50,61,100,70.0,90,3,0,3840,1000000,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,https://media.52poke.com/wiki/f/f7/264Linoone.png
265,Wurmple,Kemusso閵堜究鍎妷鍐﹀仺,鍒哄熬锜 / 鍒哄熬铏獵矛w臎ich贸ng,Worm Pok鑼卪on,bug,,"['Shield Dust', 'Run Away']",50.0,0.3,3.6,195,45,45,35,20,30,20,70.0,255,3,0,3840,1000000,1.0,0.5,2.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,https://media.52poke.com/wiki/7/76/265Wurmple.png
266,Silcoon,Karasalis閵堝劦閵堢偣鍎堕妶,鐢叉绻 / 鐢插３鑼Ji菐k茅ji菐n,Cocoon Pok鑼卪on,bug,,['Shed Skin'],50.0,0.6,10.0,205,50,35,55,25,25,15,70.0,120,3,0,3840,1000000,1.0,0.5,2.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,https://media.52poke.com/wiki/thumb/e/ef/266Silcoon.png/600px-266Silcoon.png
267,Beautifly,Agehunt閵堚偓鍋涢妷蹇嬪厒閵,鐙╃嵉槌宠澏 / 鐙╃寧鍑よ澏Sh貌uli猫f猫ngdi茅,Butterfly Pok鑼卪on,bug,flying,"['Swarm', 'Rivalry']",50.0,1.0,28.4,395,60,70,50,100,50,65,70.0,45,3,0,3840,1000000,1.0,0.25,2.0,1.0,0.0,4.0,0.5,1.0,1.0,2.0,1.0,0.25,2.0,1.0,2.0,1.0,1.0,1.0,https://media.52poke.com/wiki/4/4c/267Beautifly.png
268,Cascoon,Mayuld閵夌偑鍎查妷鍎,鐩剧敳绻 / 鐩剧敳鑼D霉nji菐ji菐n,Cocoon Pok鑼卪on,bug,,['Shed Skin'],50.0,0.7,11.5,205,50,35,55,25,25,15,70.0,120,3,0,3840,1000000,1.0,0.5,2.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,https://media.52poke.com/wiki/thumb/a/a3/268Cascoon.png/600px-268Cascoon.png
269,Dustox,Dokucale閵夊鍋楅妶渚垮亞閵,姣掔矇铔 / 姣掔矇铔綝煤f臎n'茅,Poison Moth Pok鑼卪on,bug,poison,"['Shield Dust', 'Compoundeyes']",50.0,1.2,31.6,385,60,50,70,50,90,65,70.0,45,3,0,3840,1000000,1.0,0.25,2.0,0.5,1.0,2.0,0.5,1.0,1.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,1.0,0.5,https://media.52poke.com/wiki/3/34/269Dustox.png
270,Lotad,Hassboh閵夊繈鍋ｉ妷婧垮厳,钃憠绔ュ瓙 / 鑾插彾绔ュ瓙Li谩ny猫t贸ngz菒,Water Weed Pok鑼卪on,water,grass,"['Swift Swim', 'Rain Dish', 'Own Tempo']",50.0,0.5,2.6,220,40,30,30,40,50,30,70.0,255,3,0,3840,1059860,1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,0.5,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,https://media.52poke.com/wiki/thumb/e/ee/270Lotad.png/600px-270Lotad.png
271,Lombre,Hasubrero閵夊繈鍋ｉ妷鏍ュ劯閵,钃附灏忕 / 鑾插附灏忕Li谩nm脿oxi菐ot贸ng,Jolly Pok鑼卪on,water,grass,"['Swift Swim', 'Rain Dish', 'Own Tempo']",50.0,1.2,32.5,340,60,50,50,60,70,50,70.0,120,3,0,3840,1059860,1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,0.5,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,https://media.52poke.com/wiki/8/8b/271Lombre.png
272,Ludicolo,Runpappa閵夊厒閵夋垯鍎嶉妷,妯傚ぉ娌崇 / 涔愬ぉ娌崇L猫ti膩nh茅t贸ng,Carefree Pok鑼卪on,water,grass,"['Swift Swim', 'Rain Dish', 'Own Tempo']",50.0,1.5,55.0,480,80,70,70,90,100,70,70.0,45,3,0,3840,1059860,1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,0.5,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,https://media.52poke.com/wiki/f/ff/272Ludicolo.png
273,Seedot,Taneboh閵堣￥鍎橀妷婧垮厳,姗″鏋 / 姗″疄鏋淴i脿ngsh铆gu菕,Acorn Pok鑼卪on,grass,,"['Chlorophyll', 'Early Bird', 'Pickpocket']",50.0,0.5,4.0,220,40,40,50,30,30,30,70.0,255,3,0,3840,1059860,1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0,https://media.52poke.com/wiki/8/84/273Seedot.png
274,Nuzleaf,Konohana閵堢偨鍎欓妷蹇嬪剷,闀烽蓟钁 / 闀块蓟鍙禖h谩ngb铆y猫,Wily Pok鑼卪on,grass,dark,"['Chlorophyll', 'Early Bird', 'Pickpocket']",50.0,1.0,28.0,340,70,70,40,60,40,60,70.0,120,3,0,3840,1059860,1.0,2.0,2.0,2.0,0.5,1.0,4.0,0.5,1.0,2.0,0.5,0.5,0.5,0.0,2.0,1.0,0.5,2.0,https://media.52poke.com/wiki/thumb/0/07/274Nuzleaf.png/600px-274Nuzleaf.png
275,Shiftry,Dirteng閵夐妷绗哄剱閵夌偨鍋,鐙＄尵澶╃嫍 / 鐙＄尵澶╃嫍Ji菐ohu谩ti膩ng菕u,Wickid Pok鑼卪on,grass,dark,"['Chlorophyll', 'Early Bird', 'Pickpocket']",50.0,1.3,59.6,480,90,100,60,90,60,80,70.0,45,3,0,3840,1059860,1.0,2.0,2.0,2.0,0.5,1.0,4.0,0.5,1.0,2.0,0.5,0.5,0.5,0.0,2.0,1.0,0.5,2.0,https://media.52poke.com/wiki/f/f7/275Shiftry.png
276,Taillow,Subame閵堝箍鍎涢妷,鍌查鐕 / 鍌查鐕暶og菙y脿n,TinySwallow Pok鑼卪on,normal,flying,"['Guts', 'Scrappy']",50.0,0.3,2.3,270,40,55,30,30,30,85,70.0,200,3,0,3840,1059860,1.0,1.0,1.0,1.0,0.0,2.0,0.5,0.0,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,https://media.52poke.com/wiki/thumb/e/e4/276Taillow.png/600px-276Taillow.png
277,Swellow,Ohsubame閵堝亼閵堝箍鍎涢妷,澶х帇鐕 / 澶х帇鐕旸脿w谩ngy脿n,Swallow Pok鑼卪on,normal,flying,"['Guts', 'Scrappy']",50.0,0.7,19.8,455,60,85,60,75,50,125,70.0,45,3,0,3840,1059860,1.0,1.0,1.0,1.0,0.0,2.0,0.5,0.0,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,https://media.52poke.com/wiki/4/45/277Swellow.png
278,Wingull,Camome閵堝劘閵夆偓鍎,闀风繀榉 / 闀跨繀楦Ch谩ngch矛'艒u,Seagull Pok鑼卪on,water,flying,"['Keen Eye', 'Hydration', 'Rain Dish']",50.0,0.6,9.5,270,40,30,30,55,30,85,70.0,190,3,0,5120,1000000,1.0,0.5,1.0,1.0,0.0,2.0,0.5,1.0,0.5,0.5,0.5,1.0,4.0,1.0,1.0,1.0,1.0,1.0,https://media.52poke.com/wiki/thumb/3/39/278Wingull.png/600px-278Wingull.png
279,Pelipper,Pelipper閵夋哎鍎堕妷鍐﹀劀閵,澶у槾榉 / 澶у槾楦D脿zu菒'艒u,Water Bird Pok鑼卪on,water,flying,"['Keen Eye', 'Drizzle', 'Rain Dish']",50.0,1.2,28.0,440,60,50,100,95,70,65,70.0,45,3,0,5120,1000000,1.0,0.5,1.0,1.0,0.0,2.0,0.5,1.0,0.5,0.5,0.5,1.0,4.0,1.0,1.0,1.0,1.0,1.0,https://media.52poke.com/wiki/thumb/f/f2/279Pelipper.png/600px-279Pelipper.png
280,Ralts,Ralts閵夆斂鍎烽妷鍫涘仯,鎷夐鎷夌挡 / 鎷夐瞾鎷変笣L膩l菙l膩s墨,Feeling Pok鑼卪on,psychic,fairy,"['Synchronize', 'Trace', 'Telepathy']",50.0,0.4,6.6,198,28,25,25,45,35,40,35.0,235,3,0,5120,1250000,1.0,0.25,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,https://media.52poke.com/wiki/thumb/e/e1/280Ralts.png/600px-280Ralts.png
281,Kirlia,Kirlia閵堝劮閵夊亜,濂囬鑾夊畨 / 濂囬瞾鑾夊畨Q铆l菙l矛'膩n,Emotion Pok鑼卪on,psychic,fairy,"['Synchronize', 'Trace', 'Telepathy']",50.0,0.8,20.2,278,38,35,35,65,55,50,35.0,120,3,0,5120,1250000,1.0,0.25,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,https://media.52poke.com/wiki/thumb/0/00/281Kirlia.png/600px-281Kirlia.png
282,Gardevoir,Sirnight閵堢偣鍏楅妷濞垮亞閵,娌欏鏈 / 娌欏鏈礢h膩n脿idu菕,Embrace Pok鑼卪on,psychic,fairy,"['Synchronize', 'Trace', 'Telepathy']",50.0,1.6,48.4,618,68,85,65,165,135,100,35.0,45,3,0,5120,1250000,1.0,0.25,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,https://media.52poke.com/wiki/thumb/9/99/282Gardevoir.png/600px-282Gardevoir.png
283,Surskit,Ametama閵堚偓鍎妶瑁ゅ劒,婧滄簻绯栫悆 / 婧滄簻绯栫悆Li奴li奴t谩ngqi煤,Pond Skater Pok鑼卪on,bug,water,"['Swift Swim', 'Rain Dish']",50.0,0.5,1.7,269,40,30,32,50,52,65,70.0,200,3,0,3840,1000000,1.0,0.5,2.0,1.0,0.5,2.0,1.0,1.0,0.5,1.0,0.5,1.0,2.0,1.0,0.5,1.0,1.0,1.0,https://media.52poke.com/wiki/thumb/f/f6/283Surskit.png/600px-283Surskit.png
284,Masquerain,Amemoth閵堚偓鍎妷鈧厳閵,闆ㄧ繀铔 / 闆ㄧ繀铔綴菙ch矛'茅,Eyeball Pok鑼卪on,bug,flying,"['Intimidate', 'Unnerve']",50.0,0.8,3.6,454,70,60,62,100,82,80,70.0,75,3,0,3840,1000000,1.0,0.25,2.0,1.0,0.0,4.0,0.5,1.0,1.0,2.0,1.0,0.25,2.0,1.0,2.0,1.0,1.0,1.0,https://media.52poke.com/wiki/0/0a/284Masquerain.png
285,Shroomish,Kinococo閵堝剻閵堢偨鍋,铇戣槕鑿 / 铇戣槕鑿嘙贸m贸g奴,Mushroom Pok鑼卪on,grass,,"['Effect Spore', 'Poison Heal', 'Quick Feet']",50.0,0.4,4.5,295,60,40,60,40,60,35,70.0,255,3,0,3840,1640000,1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0,https://media.52poke.com/wiki/thumb/d/d8/285Shroomish.png/600px-285Shroomish.png
286,Breloom,Kinogassa閵堝剻閵堝剭閵,鏂楃瑺鑿 / 鏂楃瑺鑿嘍菕ul矛g奴,Mushroom Pok鑼卪on,grass,fighting,"['Effect Spore', 'Poison Heal', 'Technician']",50.0,1.2,39.2,460,60,130,80,60,60,70,70.0,90,3,0,3840,1640000,1.0,1.0,4.0,2.0,0.5,0.5,1.0,1.0,1.0,2.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,2.0,https://media.52poke.com/wiki/d/de/286Breloom.png
287,Slakoth,Namakero閵夊ǹ鍎妶渚垮劰,鎳朵汉鐛 / 鎳掍汉鐛璍菐nr茅nt菐,Slacker Pok鑼卪on,normal,,['Truant'],50.0,0.8,24.0,280,60,60,60,35,35,30,70.0,255,3,0,3840,1250000,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,https://media.52poke.com/wiki/thumb/d/d2/287Slakoth.png/600px-287Slakoth.png
288,Vigoroth,Yarukimono閵夈們鍎烽妶鍎妷,閬庡嫊鐚 / 杩囧姩鐚縂u貌d貌ngyu谩n,Wild Monkey Pok鑼卪on,normal,,['Vital Spirit'],50.0,1.4,46.5,440,80,80,80,55,55,90,70.0,120,3,0,3840,1250000,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,https://media.52poke.com/wiki/thumb/6/61/288Vigoroth.png/600px-288Vigoroth.png
289,Slaking,Kekking閵堜究鍎嶉妶鍏傞妶,璜嬪亣鐜 / 璇峰亣鐜婹菒ngji脿w谩ng,Lazy Pok鑼卪on,normal,,['Truant'],50.0,2.0,130.5,670,150,160,100,95,65,100,70.0,45,3,0,3840,1250000,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,https://media.52poke.com/wiki/7/71/289Slaking.png
290,Nincada,Tutinin閵夊嫨鍎婇妷瀣ㄥ厒,鍦熷眳蹇嶅＋ / 鍦熷眳蹇嶅＋T菙j奴r臎nsh矛,Trainee Pok鑼卪on,bug,ground,"['Compoundeyes', 'Run Away']",50.0,0.5,5.5,266,31,45,90,30,30,40,70.0,255,3,0,3840,600000,1.0,0.5,2.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,https://media.52poke.com/wiki/9/90/290Nincada.png
291,Ninjask,Tekkanin閵夊棎鍎嶉妶鍎栭妷,閻甸潰蹇嶈 / 閾侀潰蹇嶈匱i臎mi脿nr臎nzh臎,Ninja Pok鑼卪on,bug,flying,"['Speed Boost', 'Infiltrator']",50.0,0.8,12.0,456,61,90,45,50,50,160,70.0,120,3,0,3840,600000,1.0,0.25,2.0,1.0,0.0,4.0,0.5,1.0,1.0,2.0,1.0,0.25,2.0,1.0,2.0,1.0,1.0,1.0,https://media.52poke.com/wiki/7/76/291Ninjask.png
292,Shedinja,Nukenin閵夊被鍋欓妷瀣ㄥ厒,鑴蹇嶈 / 鑴卞３蹇嶈匱u艒k茅r臎nzh臎,Shed Pok鑼卪on,bug,ghost,['Wonder Guard'],,0.8,1.2,236,1,90,45,30,30,40,70.0,45,3,0,3840,600000,0.0,0.0,2.0,0.5,0.5,2.0,0.5,2.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,https://media.52poke.com/wiki/5/59/292Shedinja.png
293,Whismur,Gonyonyo閵堟番鍎栭妷褋鍎栭妷,鍜曞濡 / 鍜曞濡濭奴ni奴ni奴,Whisper Pok鑼卪on,normal,,"['Soundproof', 'Rattled']",50.0,0.6,16.3,240,64,51,23,51,23,28,70.0,190,3,0,5120,1059860,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,https://media.52poke.com/wiki/thumb/6/6c/293Whismur.png/600px-293Whismur.png
294,Loudred,Dogohmb閵夊鍋為妷绗哄劕,鍚肩垎褰 / 鍚肩垎寮笻菕ub脿od脿n,Big Voice Pok鑼卪on,normal,,"['Soundproof', 'Scrappy']",50.0,1.0,40.5,360,84,71,43,71,43,48,70.0,120,3,0,5120,1059860,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,https://media.52poke.com/wiki/1/12/294Loudred.png
295,Exploud,Bakuong閵夋劑鍋楅妶鍏傞妶,鐖嗛煶鎬 / 鐖嗛煶鎬狟脿oy墨ngu脿i,Loud Noise Pok鑼卪on,normal,,"['Soundproof', 'Scrappy']",50.0,1.5,84.0,490,104,91,63,91,73,68,70.0,45,3,0,5120,1059860,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,https://media.52poke.com/wiki/1/12/295Exploud.png
296,Makuhita,Makunoshita閵夌偑鍋楅妷搴涘仭閵,骞曚笅鍔涘＋ / 骞曚笅鍔涘＋M霉xi脿l矛sh矛,Guts Pok鑼卪on,fighting,,"['Thick Fat', 'Guts', 'Sheer Force']",75.4,1.0,86.4,237,72,60,30,20,30,25,70.0,180,3,0,5120,1640000,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0,https://media.52poke.com/wiki/thumb/b/b6/296Makuhita.png/600px-296Makuhita.png
297,Hariyama,Hariteyama閵夊繈鍎堕妷鍡愬劙閵,閻垫帉鍔涘＋ / 閾佹帉鍔涘＋Ti臎zh菐ngl矛sh矛,Arm Thrust Pok鑼卪on,fighting,,"['Thick Fat', 'Guts', 'Sheer Force']",75.4,2.3,253.8,474,144,120,60,40,60,50,70.0,200,3,0,5120,1640000,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0,https://media.52poke.com/wiki/6/6f/297Hariyama.png
298,Azurill,Ruriri閵夊劧閵,闇插姏楹 / 闇插姏涓絃霉l矛l铆,Polka Dot Pok鑼卪on,normal,fairy,"['Thick Fat', 'Huge Power', 'Sap Sipper']",24.6,0.2,2.0,190,50,20,40,20,40,20,70.0,150,3,0,2560,800000,1.0,1.0,1.0,2.0,1.0,1.0,0.5,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,https://media.52poke.com/wiki/thumb/a/ac/298Azurill.png/600px-298Azurill.png
299,Nosepass,Nosepass閵夊簺鍋ら妷鎴欏仯,鏈濆寳榧 / 鏈濆寳榧籆h谩ob臎ib铆,Compass Pok鑼卪on,rock,,"['Sturdy', 'Magnet Pull', 'Sand Force']",50.0,1.0,97.0,375,30,45,135,45,90,30,70.0,255,3,0,5120,1000000,0.5,2.0,0.5,0.5,2.0,1.0,1.0,1.0,2.0,0.5,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,https://media.52poke.com/wiki/8/89/299Nosepass.png
300,Skitty,Eneco閵堛劊鍎橀妶,鍚戝熬鍠 / 鍚戝熬鍠礨i脿ngw臎imi膩o,Kitten Pok鑼卪on,normal,,"['Cute Charm', 'Normalize', 'Wonder Skin ']",24.6,0.6,11.0,260,50,45,45,35,35,50,70.0,255,3,0,3840,800000,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,https://media.52poke.com/wiki/thumb/8/8a/300Skitty.png/600px-300Skitty.png
301,Delcatty,Enekororo閵堛劊鍎橀妶鐐藉劰閵,鍎泤璨 / 浼橀泤鐚玒艒uy菐m膩o,Prim Pok鑼卪on,normal,,"['Cute Charm', 'Normalize', 'Wonder Skin ']",24.6,1.1,32.6,400,70,65,65,55,55,90,70.0,60,3,0,3840,800000,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,https://media.52poke.com/wiki/f/f4/301Delcatty.png
302,Sableye,Yamirami閵夈們鍎妷鈹垮劔,鍕鹃瓊鐪 / 鍕鹃瓊鐪糋艒uh煤ny菐n,Darkness Pok鑼卪on,dark,ghost,"['Keen Eye', 'Stall', 'Prankster']",50.0,0.5,11.0,480,50,85,125,85,115,20,35.0,45,3,0,6400,1059860,0.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,https://media.52poke.com/wiki/thumb/d/d3/302Sableye.png/600px-302Sableye.png
303,Mawile,Kucheat閵堝剨閵夌鍎,澶у槾濞 / 澶у槾濞僁脿zu菒w谩,Deceiver Pok鑼卪on,steel,fairy,"['Hyper Cutter', 'Intimidate', 'Sheer Force']",50.0,0.6,11.5,480,50,105,125,55,95,50,70.0,45,3,0,5120,800000,0.5,1.0,0.5,0.0,2.0,0.5,0.25,1.0,1.0,2.0,1.0,0.5,1.0,0.5,0.5,0.0,0.5,0.5,https://media.52poke.com/wiki/thumb/c/c0/303Mawile.png/600px-303Mawile.png
304,Aron,Cokodora閵堢偨鍋濋妷澶堝劦,鍙彲澶氭媺 / 鍙彲澶氭媺K臎k臎du艒l膩,Iron Armor Pok鑼卪on,steel,rock,"['Sturdy', 'Rock Head', 'Heavy Metal']",50.0,0.4,60.0,330,50,70,100,40,40,30,35.0,180,3,0,8960,1250000,0.25,4.0,0.25,0.0,4.0,0.5,0.5,1.0,1.0,1.0,2.0,1.0,1.0,0.5,0.5,0.5,1.0,0.5,https://media.52poke.com/wiki/thumb/b/bb/304Aron.png/600px-304Aron.png
